species,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Inference,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,LengthU_MEAN,WingU_MEAN,WingM_MEAN,WingF_MEAN,TailU_MEAN,TailM_MEAN,TailF_MEAN,BillU_MEAN,BillM_MEAN,BillF_MEAN,TarsusU_MEAN,TarsusM_MEAN,TarsusF_MEAN,WeightU_MEAN,WeightM_MEAN,WeightF_MEAN,Sexual dimorphism,Clutch_MIN,Clutch_MAX,Clutch_MEAN,Broods per year,EggL_MEAN,EggW_MEAN,Egg_MASS,Young,Association during nesting,Nest type,Nest building,Mating system,Incubation period,Incubation sex,Hatching,Fledging period,Age of independence,Feeding independence,Age of first breeding,Life span,Association outside the breeding season,Territoriality,Sedentary,Facultative migrant,Short distance migrant,Long distance migrant,Deciduous forest,Coniferous forest,Woodland,Shrub,Savanna,Tundra,Grassland,Mountain meadows,Reed,Swamps,Desert,Freshwater,Marine,Rocks,Human settlements,Folivore_Y,Frugivore_Y,Granivore_Y,Arthropods_Y,Other invertebrates_Y,Fish_Y,Other vertebrates_Y,Carrion_Y,Omnivore_Y,Folivore_B,Frugivore_B,Granivore_B,Arthropods_B,Other invertebrates_B,Fish_B,Other vertebrates_B,Carrion_B,Omnivore_B
columba oenas,0.0859504132231405,0.05093833780160858,0.22325581395348837,0.18387096774193545,0.06179521876409562,0.32160123767163024,0.332541567695962,0.3137918075911311,0.7592067988668558,0.21202003338898162,0.05191602435184595,0.0,0.0,1.0,1.0,0.0,0.5,0.8,1.0,0.22641509433962265,0.32954006638217165,0.32499540187603454,0.33242506811989103,0.4077545803152961,0.33716915995397007,0.44977607165706973,0.12917271407837444,0.12588488765774086,0.13279132791327916,0.03735325506937033,0.03724928366762178,0.03746654772524531,0.01749630156119573,0.01834710743801653,0.016645453493561668,0.0,0.0,1.0,0.7699999999999999,0.0,0.1044776119402985,0.12790697674418602,0.014864790741045469,0.0,0.0,0.0,0.0,1.0,0.038461538461538436,0.0,0.0,0.15517241379310343,0.27678571428571425,0.27678571428571425,0.3333333333333333,0.3333333333333333,0.5714285714285714,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
columba palumbus,0.1112947658402204,0.05965147453083109,0.27906976744186046,0.18387096774193545,0.08479927830401442,0.38271127441500674,0.3713380839271576,0.3919579105599398,0.7223796033994336,0.29263057476746956,0.08817261054336649,0.0,0.0,1.0,0.5,0.0,0.5,0.8,1.0,0.23113207547169812,0.38549075391180654,0.3617803935994114,0.40833008952899963,0.3864507882403067,0.30264672036823936,0.44977607165706973,0.04531527173036608,0.039704524469067415,0.05149051490514906,0.11205976520811099,0.10765452312730248,0.11685994647636037,0.03782738415002025,0.03206611570247934,0.04358893829446089,1.0,0.0,0.3043478260869565,0.3,0.3333333333333333,0.3159203980099502,0.3992248062015503,0.10591849048324281,1.0,0.5,0.8,1.0,0.0,0.653846153846154,1.0,0.3333333333333333,0.3448275862068966,0.5178571428571428,0.5178571428571428,0.0,0.5128205128205128,0.5714285714285714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
streptopelia turtur,0.0815426997245179,0.026139410187667557,0.12558139534883722,0.0903225806451613,0.04330175913396482,0.2363179269000193,0.2672209026128266,0.21345358887636226,0.7875354107648727,0.1888862389697114,0.023015952461119857,0.0,0.0,1.0,0.5,1.0,0.5,0.2,1.0,0.07547169811320754,0.12185870080606923,0.11348169946661762,0.1300116776956014,0.019315438147990333,0.011507479861910239,0.027511196417146513,0.009514594420254797,0.008310249307479228,0.010840108401084014,0.053575240128068316,0.050347932869422844,0.05709188224799286,0.016438424093159335,0.01462809917355372,0.018248838785394322,1.0,0.9999999999999999,0.6956521739130435,0.9,0.3333333333333333,0.20398009950248755,0.24418604651162792,0.04009653886237727,0.5,0.5,0.4,0.5,0.6000000000000001,0.3076923076923077,1.0,1.0,0.15517241379310343,0.5357142857142857,0.5357142857142857,0.0,0.3846153846153846,0.7142857142857142,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
cuculus canorus,0.10137741046831956,0.07506702412868632,0.26046511627906976,0.17741935483870966,0.03924221921515561,0.2775091858441307,0.30482977038796516,0.2450206689214581,0.7988668555240794,0.3043167183400906,0.019259434520288655,0.0,0.0,0.0,0.5,1.0,0.0,0.6000000000000001,0.6666666666666666,0.5849056603773585,0.35514461830251304,0.36361964318558027,0.34410276372129234,1.0,0.9999999999999999,0.8624440179142674,0.2143202709240445,0.20406278855032323,0.225609756097561,0.2473852721451441,0.23741301678264426,0.25825156110615527,0.18659140309263866,0.21685950413223143,0.15632180108104535,1.0,0.16666666666666666,0.6956521739130435,1.0,0.3333333333333333,0.390547263681592,0.49612403100775193,0.1772256047391805,0.5,0.5,0.4,0.5,0.2,0.5769230769230769,1.0,1.0,0.017241379310344807,0.6696428571428571,0.6696428571428571,0.0,0.20512820512820512,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
falco tinnunculus,0.07272727272727274,0.0663538873994638,0.39999999999999997,0.3032258064516129,0.11907983761840325,0.3722684200348095,0.45764053840063346,0.29199549041713635,1.0000000000000002,0.29573098020510374,0.03233626659629262,0.0,0.0,0.6666666666666666,1.0,1.0,0.0,1.0,0.0,0.9999999999999999,1.0,1.0,0.9941611521992996,0.4943900014202528,0.4108170310701956,0.5425463851567498,0.6323173681664248,0.6244998461064943,0.6409214092140922,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.0,0.0,0.043478260869565216,0.04999999999999999,0.3333333333333333,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.5,0.5,0.4,0.25,0.0,0.7307692307692308,0.5,0.3333333333333333,0.9999999999999999,0.0,0.0,1.0,0.5128205128205128,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
coturnix coturnix,0.0440771349862259,0.023458445040214472,0.16279069767441862,0.1,0.053225078935498424,0.11158383291432991,0.1409342834520982,0.08154829011649753,0.7167138810198301,0.01860243262580491,0.01651484679995268,0.0,0.0,0.3333333333333333,1.0,1.0,0.5,0.2,1.0,0.19339622641509435,0.33902323376007587,0.33051315063454106,0.3460490463215259,0.20607868200539692,0.1714614499424626,0.22584772872680742,0.10659571036929529,0.10187750076946755,0.11178861788617886,0.14279615795090717,0.13794514940646743,0.1480820695807315,0.0352653371571196,0.03404958677685951,0.03648114782551201,0.0,0.16666666666666666,0.13043478260869565,0.25,0.3333333333333333,0.41542288557213924,0.437984496124031,0.1388294662936756,0.5,1.0,0.4,0.25,0.2,0.653846153846154,0.5,1.0,0.48275862068965514,0.3571428571428571,0.3571428571428571,0.3333333333333333,0.641025641025641,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
phasianus colchicus,0.15316804407713497,0.1193029490616622,0.5069767441860464,0.3,0.22823635543527288,0.3658866756913556,0.2125890736342043,0.5077038707252912,0.2861189801699718,1.0,0.2028901891909108,0.0,0.0,0.3333333333333333,0.5,0.0,0.5,0.8,1.0,0.16037735849056606,0.1635846372688478,0.155784439948501,0.17088361230050605,0.07683567675046156,0.06098964326812427,0.08829174664107485,0.3875181422351233,0.363496460449369,0.4139566395663957,0.08046958377801496,0.07654523127302496,0.08474576271186439,0.018983941750621916,0.01900826446280992,0.018959617832289208,0.0,0.16666666666666666,0.13043478260869565,0.25,0.3333333333333333,0.3159203980099502,0.36046511627906974,0.08946300257802643,0.5,0.5,0.6000000000000001,0.5,0.8,0.3076923076923077,1.0,1.0,0.1724137931034483,0.17857142857142855,0.17857142857142855,0.3333333333333333,0.41025641025641024,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
grus grus,0.5537190082644629,0.3612600536193029,0.4046511627906976,0.4741935483870968,1.0,0.9516534519435311,0.862628661916073,0.9751972942502818,0.7733711048158642,0.3885046506081564,0.9999999999999999,0.0,0.0,0.8333333333333333,1.0,1.0,0.5,0.8,1.0,0.2358490566037736,0.283072546230441,0.27349641346330694,0.29155313351498635,0.14926856980542536,0.12313003452243958,0.1650671785028791,0.4200935333010804,0.39365958756540476,0.44918699186991873,0.09562433297758806,0.0900532132623823,0.10169491525423728,0.05072026579171385,0.04892561983471074,0.05251500074383854,0.0,0.16666666666666666,0.13043478260869565,0.25,0.3333333333333333,0.37810945273631835,0.45736434108527124,0.1306017223410674,0.5,0.5,0.4,0.5,0.6000000000000001,0.42307692307692313,1.0,1.0,0.13793103448275862,0.3482142857142857,0.3482142857142857,0.3333333333333333,0.41025641025641024,0.5714285714285714,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
acrocephalus palustris,0.04683195592286503,0.02680965147453082,0.06046511627906975,0.03870967741935483,0.03879115922417682,0.038870624637400875,0.04592240696753761,0.033446072904922935,0.3456090651558074,0.06200810875268303,0.0010847309557826532,0.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.6000000000000001,0.6666666666666666,0.03773584905660378,0.040018966334755796,0.03733676659922752,0.04262358894511481,0.059082516687970446,0.046720368239355575,0.06813819577735127,0.054668601838413156,0.052016004924592185,0.05758807588075881,0.03820704375667022,0.03806794924273434,0.038358608385370196,0.001132259477507707,0.0012561983471074379,0.0010083144618741426,0.0,0.33333333333333337,0.17391304347826086,0.25,0.3333333333333333,0.06592039800995023,0.06589147286821709,0.00636278865668367,0.0,0.5,1.0,0.5,0.2,0.07692307692307687,0.5,1.0,0.017241379310344807,0.26785714285714285,0.26785714285714285,0.0,0.23076923076923075,0.5714285714285714,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
acrocephalus scirpaceus,0.05840220385674931,0.030160857908847177,0.05581395348837209,0.02580645161290321,0.03879115922417682,0.032488880293947,0.033254156769596206,0.033070274332957506,0.2436260623229463,0.04912950155020272,0.0012303324263575062,0.0,0.0,0.8333333333333333,1.0,1.0,0.0,0.6000000000000001,0.6666666666666666,0.03773584905660378,0.035372214319582734,0.03218686775795476,0.03853639548462437,0.05723618804147139,0.04556962025316455,0.06557901471529111,0.061764231575552345,0.05940289319790705,0.0643631436314363,0.03927427961579509,0.038477282030290626,0.04014272970561998,0.0010992008066315695,0.0011239669421487606,0.001074433442980644,0.0,0.16666666666666666,0.2173913043478261,0.25,0.3333333333333333,0.05970149253731341,0.062015503875968964,0.005814272393176457,0.0,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.017241379310344807,0.20535714285714285,0.20535714285714285,0.0,0.358974358974359,0.5714285714285714,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
hippolais icterina,0.05454545454545455,0.03284182305630026,0.08372093023255814,0.041935483870967724,0.03563373928732522,0.05685554051440728,0.06492478226444973,0.04922961292747083,0.4277620396600568,0.057476746959217756,0.0013941340807542156,0.0,0.0,1.0,0.0,1.0,0.0,0.6000000000000001,0.6666666666666666,0.04245283018867925,0.058226647700331924,0.05444178775059777,0.06189178668742701,0.05894049140747053,0.046720368239355575,0.06781829814459374,0.05853894533139817,0.055709449061249625,0.06165311653116532,0.03030949839914622,0.030290626279164963,0.030330062444246214,0.0013471408382026004,0.0013884297520661156,0.0013058498768533978,0.0,0.16666666666666666,0.2173913043478261,0.3,0.3333333333333333,0.05970149253731341,0.062015503875968964,0.005704569140475015,0.0,0.5,1.0,0.5,0.0,0.11538461538461542,1.0,1.0,0.06896551724137928,0.21428571428571427,0.21428571428571427,0.0,0.28205128205128205,0.5714285714285714,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
